MSOA,MedianHP,Borough,Area,Inner,Political,PopulationDensity,WorkingAge,ObesityRate,LifeExpectancy,BAME,Unemployed,MedianHHIncome,CarsPerHH,OwnershipRate,Sales
E02000186,505000,Camden,Central,Inner,Labour,67.65673278,77.912367,15.9,78.8,30.56677135,6.07549121,35370.36413,0.415617941,27.7,76
E02000187,400000,Camden,Central,Inner,Labour,88.24865758,67.921521,22.2,78.95,52.93684856,10.73463268,21850.67273,0.305775076,12,57
E02000188,330000,Camden,Central,Inner,Labour,167.0013782,73.107426,19.5,78.45,51.61018986,10.44340723,23233.8737,0.308201893,13.7,35
E02000189,380000,Camden,Central,Inner,Labour,203.4934498,73.283984,16.7,79.65,54.62651413,11.32370168,25620.18859,0.272525522,12.6,26
E02000190,342500,Camden,Central,Inner,Labour,209.7975709,79.482072,14.1,79.65,43.01460823,8.815341788,27808.544,0.194278529,20.9,54
E02000191,537500,Camden,Central,Inner,Labour,128.2666251,86.261171,11.5,83.35,43.23062558,4.312354312,34231.90727,0.255927476,25,80
E02000192,452500,Camden,Central,Inner,Labour,170.5827937,74.318849,17.6,81.6,41.48386195,8.48074922,30781.82355,0.30162963,20.1,76
E02000193,470000,Camden,Central,Inner,Labour,72.90672053,82.437746,13.7,81.4,35.60943644,5.459900317,35143.76719,0.274805195,28.8,163
E02000194,218500,Croydon,South,Outer,Conservative,64.04454023,69.940202,21.4,77.8,39.55841766,8.406200318,31944.69632,0.724079044,47.3,112
E02000195,291250,Croydon,South,Outer,Conservative,48.0842714,66.42264,23.2,81.4,53.88986014,6.391367504,37133.75266,1.158734765,71.6,72
E02000196,250000,Croydon,South,Outer,Conservative,61.32767901,67.24301,23.7,79.1,64.39281372,9.124472574,29357.85484,0.994516255,58.6,35
E02000197,235000,Croydon,South,Outer,Conservative,93.47169051,64.603035,23.5,81.75,64.11919947,7.680525164,28768.20616,0.853952395,53.5,75
E02000198,188000,Croydon,South,Outer,Conservative,91.59287075,66.047088,29.2,79.8,62.67657993,10.13024602,25835.62999,0.724985021,49.4,59
E02000199,203900,Croydon,South,Outer,Conservative,98.71349096,66.263345,29.3,81.5,66.59549229,9.554710226,28685.07655,0.827238335,64.9,80
E02000200,180000,Croydon,South,Outer,Conservative,67.35610069,69.544249,25.1,78.55,54.18374729,10.09991312,27756.43077,0.729467331,53.4,97
E02000201,170000,Croydon,South,Outer,Conservative,99.74391805,67.588456,28.1,80.95,60.17389204,11.81463638,24270.36416,0.612742528,37.7,65
E02000202,210000,Croydon,South,Outer,Conservative,116.2562917,66.623772,27.2,82.6,75.15208236,8.499546691,27698.25463,0.912445488,67.6,61
E02000203,166500,Croydon,South,Outer,Conservative,98.00930714,67.674758,29.5,78.95,70.9245258,9.315347417,25648.00452,0.649248857,45.8,32
E02000204,221500,Croydon,South,Outer,Conservative,86.67402908,65.164239,25.3,81,79.66407994,8.593238822,27578.39578,0.925619835,62.7,66
E02000206,164250,Croydon,South,Outer,Conservative,66.92218192,65.656777,28.4,80.5,63.54963833,11.04333193,24553.43789,0.624594662,42.3,61
E02000207,204000,Croydon,South,Outer,Conservative,74.54267064,66.718524,28.8,78.1,54.0393377,10.48981361,26377.13888,0.799276169,47.9,60
E02000208,162000,Croydon,South,Outer,Conservative,115.1702079,66.894791,27.4,76.15,71.73646578,9.851184238,23257.60716,0.616592515,34.6,86
E02000209,191750,Croydon,South,Outer,Conservative,83.80695982,65.37913,29,82.75,72.27240314,8.76560999,25897.15595,0.882151422,56.7,54
E02000210,213000,Croydon,South,Outer,Conservative,108.0892788,69.723225,26.3,81.55,42.82791817,7.286166843,31269.76003,0.879857609,65.6,99
E02000211,250000,Croydon,South,Outer,Conservative,48.54606126,64.0625,24.1,85,25.375,4.850831246,40686.64179,1.394022568,84.7,99
E02000212,187000,Croydon,South,Outer,Conservative,69.24687878,66.091752,27.7,80.85,70.24521882,9.069437884,23896.69269,0.723883104,45.6,47
E02000213,180000,Croydon,South,Outer,Conservative,93.29711902,69.647157,23.3,76.95,66.68411685,11.18367347,23327.61102,0.519951923,28.1,83
E02000214,270000,Croydon,South,Outer,Conservative,61.45115918,66.693393,23.1,82.65,32.77742142,4.947613504,41061.7073,1.16846187,79.9,57
E02000215,205000,Croydon,South,Outer,Conservative,105.686195,72.580338,20,79.65,45.52196235,7.312379731,29986.33052,0.597675816,42.5,115
E02000216,231500,Croydon,South,Outer,Conservative,29.80610938,63.906204,14.3,81.9,50.80142476,5.765350245,48844.47945,0.867569353,55.3,82
E02000217,180647.5,Croydon,South,Outer,Conservative,71.20396897,70.747316,23.2,79.8,47.65689513,7.702065966,27511.18582,0.659957875,45.3,138
E02000218,314500,Croydon,South,Outer,Conservative,59.92970123,62.198795,26.4,82.5,40.03012048,8.317520557,30241.54463,1.138455044,58.2,44
E02000219,308750,Croydon,South,Outer,Conservative,13.46901601,62.659381,21.3,84,26.04735883,4.117499372,47715.85168,1.458152718,88.7,82
E02000220,190000,Croydon,South,Outer,Conservative,67.51136668,74.405425,18.4,77.9,41.84799109,7.237059017,30074.97762,0.59170621,34.6,142
E02000221,215000,Croydon,South,Outer,Conservative,36.02437981,64.8778,23.7,77.2,46.15071283,7.766790276,27589.55517,0.934816348,48.4,80
E02000222,220000,Croydon,South,Outer,Conservative,43.49110837,70.371309,19.1,83.05,30.80724876,5.847076462,40758.77698,0.970330602,60.5,131
E02000223,162000,Croydon,South,Outer,Conservative,87.75998336,57.81866,29.7,77.75,38.37056505,14.33283358,19464.49088,0.706086957,27.7,23
E02000224,209500,Croydon,South,Outer,Conservative,60.74802842,69.377928,19.7,82.4,31.66319625,6.082130966,36608.63181,0.982472046,61.9,98
E02000225,180000,Croydon,South,Outer,Conservative,47.25355566,62.813537,29.9,78.55,22.34903782,9.16597853,23065.93934,1.050590842,55.6,36
E02000226,347500,Croydon,South,Outer,Conservative,23.27594088,64.531105,21.8,87.1,23.07998408,4.251616111,48231.95638,1.521816881,90.6,72
E02000227,190000,Croydon,South,Outer,Conservative,25.17500761,65.71729,26.8,84.6,20.00701078,5.403677058,33018.01509,1.204906205,74.7,137
E02000228,380000,Croydon,South,Outer,Conservative,24.50792434,61.111841,17.9,85.5,20.4757524,3.710430721,56797.26231,1.569083447,88.5,80
E02000229,185000,Croydon,South,Outer,Conservative,49.5,59.821148,30.3,77.3,25.32161908,11.62368325,20644.78756,0.878574389,40.4,27
E02000230,250000,Croydon,South,Outer,Conservative,38.93520997,65.634644,18.7,82.7,31.69736187,5.024371954,46725.61524,1.187562438,70.8,149
E02000231,509750,Croydon,South,Outer,Conservative,23.03345725,63.994795,17.5,80.05,32.54391672,4.186633039,58776.87732,1.79079827,87.9,86
E02000232,295000,Croydon,South,Outer,Conservative,14.29519147,61.801192,24.4,80.75,17.04527147,4.672,40983.26424,1.532271945,83.1,70
E02000233,249950,Croydon,South,Outer,Conservative,39.32938359,63.211084,22.8,79.85,24.66177669,6.41998735,41587.97034,1.250104559,73.6,78
E02000234,249974.5,Croydon,South,Outer,Conservative,26.42018968,65.075408,22.3,82.85,26.27446092,6.036499766,41247.49768,1.272382158,68.8,92
E02000235,313000,Croydon,South,Outer,Conservative,13.26797264,64.02124,21.7,82.35,18.67106774,5.189941145,48016.80735,1.452115813,79.9,81
E02000236,270000,Croydon,South,Outer,Conservative,21.69412818,64.212038,23.9,83.6,15.87674631,4.457831325,45180.55042,1.522903453,87.8,78
E02000237,272000,Croydon,South,Outer,Conservative,15.31669866,59.759197,24.1,83.35,13.95317726,5.676262901,40645.44902,1.330420712,80.6,105
E02006788,200000,Croydon,South,Outer,Conservative,54.86509759,65.851064,28.5,80,49.82712766,8.705821206,26909.1485,0.831209094,54,53
E02000238,250000,Ealing,West,Outer,Labour,64.02074716,68.084211,23.7,81.25,52.28421053,6.804849433,29228.98368,1.118276187,62.7,75
E02000239,277500,Ealing,West,Outer,Labour,38.5477707,68.544444,20,84.9,58.42222222,6.248767987,33760.34426,1.203488372,70.4,54
E02000240,205000,Ealing,West,Outer,Labour,60.30092593,64.578665,25.7,81.35,52.81052119,9.006462036,25368.96385,0.90265252,48.2,87
E02000241,250000,Ealing,West,Outer,Labour,52.02666462,68.338605,22.6,85.95,48.84771803,6.326304107,30465.08996,1.088757396,66.6,49
E02000242,270000,Ealing,West,Outer,Labour,77.95160383,68.889546,18.6,81.5,63.59603726,7.048092869,29654.51588,1.130636913,63.7,46
E02000243,250000,Ealing,West,Outer,Labour,30.17568517,67.728288,20.5,79.75,51.04007521,7.393593681,29186.79654,1.016949153,54.6,54
E02000244,250000,Ealing,West,Outer,Labour,40.7636222,68.878974,18.3,84.35,46.13775795,5.623901582,32151.75607,1.078254327,63.2,69
E02000245,175000,Ealing,West,Outer,Labour,50.14498007,65.350662,26,81.15,56.49828347,11.45535017,22254.84592,0.786292835,35,45
E02000246,240000,Ealing,West,Outer,Labour,42.67522115,63.580247,26.6,79.25,54.53818016,10.7000993,24459.18386,0.990231195,47.7,54
E02000247,190000,Ealing,West,Outer,Labour,74.24361634,64.289872,23.8,79.7,57.82887078,8.79164994,26047.81767,0.931824234,47.8,79
E02000248,256000,Ealing,West,Outer,Labour,42.90016215,70.35724,13.7,83.5,46.97300245,6.205889511,38267.19271,0.983115093,47.8,61
E02000249,245000,Ealing,West,Outer,Labour,61.15935226,66.455122,19.8,82.05,55.04468333,7.565543071,28012.86284,0.98430084,53.6,51
E02000250,470000,Ealing,West,Outer,Labour,64.88274203,64.744874,12.5,84.55,24.2176661,4.069767442,61772.44292,1.099173554,72.6,93
E02000251,250000,Ealing,West,Outer,Labour,83.73691445,68.680765,18.8,80.95,72.06696878,7.528409091,28532.3387,1.257166257,70.1,45
E02000252,245000,Ealing,West,Outer,Labour,30.81278939,73.737894,19.8,82.1,51.15392541,8.650137741,26595.45843,0.637610977,32.8,93
E02000253,257500,Ealing,West,Outer,Labour,83.71248162,63.995017,21.1,79.85,45.27616279,9.024713151,26096.55569,0.775373932,42.3,72
E02000254,240000,Ealing,West,Outer,Labour,85.8309318,68.789809,21.3,79.05,87.38406526,7.796167247,25997.33599,1.28106152,68.9,35
E02000255,390000,Ealing,West,Outer,Labour,61.14304165,66.730058,16.5,80.3,38.49973587,6.938690969,40483.60026,0.961623412,55.6,77
E02000256,340000,Ealing,West,Outer,Labour,81.59430865,72.068615,11.8,80.8,30.84301998,5.126243305,50640.28416,0.860655738,47,108
E02000257,350000,Ealing,West,Outer,Labour,61.91829811,73.373307,11.4,82.35,37.30105855,5.225653207,51697.5425,0.835859016,41.7,133
E02000258,350000,Ealing,West,Outer,Labour,66.28897928,69.806835,15.7,82.2,41.05497771,6.760168303,35249.07667,0.83490566,45.1,47
E02000259,330000,Ealing,West,Outer,Labour,49.48356808,68.546845,13.9,82.15,30.73613767,5.096611593,42062.73535,1.033727551,64.1,62
E02000260,247499.5,Ealing,West,Outer,Labour,81.18556701,68.208955,18.1,80.3,90.44776119,8.817255274,24748.43557,1.013776337,56.9,26
E02000261,315000,Ealing,West,Outer,Labour,83.91844243,70.574029,18.5,81.25,49.08972692,7.146556189,29508.18951,0.688321168,37.9,113
E02000262,325000,Ealing,West,Outer,Labour,128.3149562,72.089636,14.2,80.5,37.15406162,7.025117739,30714.90044,0.645186953,37.1,119
E02000263,231000,Ealing,West,Outer,Labour,95.8873057,68.29939,19.7,78.8,93.86439804,9.519475792,22323.0029,0.913153724,56.9,36
E02000264,360000,Ealing,West,Outer,Labour,56.33743997,71.837591,12.1,80.35,33.39503887,4.99056406,45947.24549,0.921060842,48.4,133
E02000265,316000,Ealing,West,Outer,Labour,107.8433307,71.948916,16.4,79.55,38.29481068,7.269032359,33387.29329,0.698335791,40.9,117
E02000266,170500,Ealing,West,Outer,Labour,31.73626374,67.383018,23.1,78.45,77.29300138,13.15354981,22203.57684,0.891403934,33.2,36
E02000267,340000,Ealing,West,Outer,Labour,93.28467153,71.06555,15.2,79.05,28.67455963,6.111384919,37447.85973,0.855286266,56,108
E02000268,390000,Ealing,West,Outer,Labour,69.62817709,71.95982,14,80.8,26.87540073,6.64724094,47342.25005,0.900104603,51.8,114
E02000269,428000,Ealing,West,Outer,Labour,91.19774011,71.069572,12.2,82.15,23.35974251,3.959991835,54720.91327,0.89953775,63.5,120
E02000270,260000,Ealing,West,Outer,Labour,100.4898267,66.567201,19.6,83.5,51.97065771,10.21028629,24318.67805,0.534073852,24.6,71
E02000271,717500,Ealing,West,Outer,Labour,89.20401338,70.796984,11.9,83.45,17.21129676,3.930461073,62305.52125,0.906304424,63.4,122
E02000272,457250,Ealing,West,Outer,Labour,55.49716383,67.16064,14.1,82.65,25.87433314,4.861474124,50796.58953,1.053121365,74,92
E02000274,218000,Ealing,West,Outer,Labour,90.07872919,69.206,21.6,81.6,91.62019948,10.40415517,21267.26917,0.914815856,51.7,45
E02000275,196500,Ealing,West,Outer,Labour,62.18659389,68.318783,18.6,80.8,82.99070684,10.06558312,25015.12732,1.125762553,51.1,32
E02000276,402500,Ealing,West,Outer,Labour,79.71238412,71.823862,12.6,80.65,24.35287117,3.973181028,49469.07413,0.82118451,58.1,96
E02006791,445000,Ealing,West,Outer,Labour,96.20659469,74.638653,14.7,82.1,24.31828342,4.81042654,48508.38858,0.775423729,51.1,129
E02000277,227500,Enfield,North,Outer,Labour,68.57688634,64.835475,28.8,80.55,35.06566869,9.160090192,25715.65094,1.144851,67.1,64
E02000278,203000,Enfield,North,Outer,Labour,68.99908731,61.287767,27.1,78.35,39.0743465,12.01581028,21778.93049,0.916412447,46.5,51
E02000279,190000,Enfield,North,Outer,Labour,44.81251438,65.338293,25.9,79.85,48.20226709,11.63139165,24370.44051,0.889577594,46.9,85
E02000280,279150,Enfield,North,Outer,Labour,5.423203937,64.004698,22.3,81.15,17.8743394,6.412871063,35117.02109,1.152336988,65.4,114
E02000281,195000,Enfield,North,Outer,Labour,46.29044156,64.685908,26.3,78.7,31.77136389,9.090909091,26859.61271,1.037666383,55.8,88
E02000282,180000,Enfield,North,Outer,Labour,72.35205577,63.08283,29.5,78.55,42.81952825,13.55320794,19939.52734,0.785161845,38.9,69
E02000283,222500,Enfield,North,Outer,Labour,73.9523058,63.817664,27.9,84,39.61301045,10.47496791,24504.27328,1.128737249,62.7,58
E02000284,244400,Enfield,North,Outer,Labour,64.46107084,66.439024,20.1,83.45,18.84146341,6.053861562,39307.40599,1.032599371,67.2,109
E02000285,320000,Enfield,North,Outer,Labour,66.71741778,63.619827,22.8,82.45,17.50795816,5.275229358,43170.79705,1.377128954,86.2,65
E02000286,247500,Enfield,North,Outer,Labour,39.93270591,66.5114,17.5,84.95,19.20813925,4.814487633,45546.04909,1.117266373,70.1,151
E02000287,477500,Enfield,North,Outer,Labour,7.607555681,62.743661,16.8,83.2,23.72856515,5.092592593,53024.83737,1.542913386,74.3,60
E02000288,206000,Enfield,North,Outer,Labour,50.47254513,64.880839,24.3,79.7,49.30409914,10.74020319,23053.01367,0.874207188,50.3,76
E02000289,446500,Enfield,North,Outer,Labour,19.41667647,61.881565,19,85.7,23.00197899,5.398773006,48345.76148,1.504750103,85.1,68
E02000290,208000,Enfield,North,Outer,Labour,15.10801679,63.47694,26.4,79.1,54.8053024,13.19176319,19973.87993,0.711181213,33.6,37
E02000291,218000,Enfield,North,Outer,Labour,79.70275642,65.755267,21.6,80.55,29.79605558,8.089351551,30042.27099,0.870935468,55.2,107
E02000292,240000,Enfield,North,Outer,Labour,51.3677488,65.47594,24.1,82.3,33.27379702,7.271988625,31552.22955,1.110117384,72.3,96
E02000293,464000,Enfield,North,Outer,Labour,29.43165501,61.376249,19.1,85.05,19.08990011,4.609595484,53234.20903,1.470850202,83.8,59
E02000294,212497.5,Enfield,North,Outer,Labour,59.54015328,64.207681,25.8,80.45,51.01925893,9.295915811,23916.67852,1.020272516,60.6,40
E02000295,250000,Enfield,North,Outer,Labour,52.73131288,64.807738,17.4,81.55,30.64246477,6.760233918,41983.42498,1.184344189,68.1,87
E02000296,260000,Enfield,North,Outer,Labour,54.23719407,67.781856,17.7,82.2,31.50498165,7.250996016,34084.37108,0.934026897,52.7,127
E02000297,355000,Enfield,North,Outer,Labour,56.86601247,65.336632,22.4,84.35,24.94084749,4.534510433,44530.18582,1.403790925,85.3,95
E02000298,499950,Enfield,North,Outer,Labour,40.26298685,64.869609,17.6,83.95,19.28284855,4.05561993,54819.78923,1.369105691,77.6,79
E02000299,210000,Enfield,North,Outer,Labour,107.7309008,63.026203,27.9,78.8,59.29982818,10.66026411,22358.78878,0.770215241,50.3,59
E02000300,209250,Enfield,North,Outer,Labour,106.9111969,65.232316,28.4,79.05,57.03077112,10.408535,24178.36756,0.875250167,54.5,62
E02000301,173000,Enfield,North,Outer,Labour,56.61546901,64.270109,27.3,79.9,58.2224429,12.74669143,20418.44475,0.676013255,38.1,46
E02000302,340000,Enfield,North,Outer,Labour,52.75580586,65.361518,22.3,82.55,35.43117944,7.23495702,33940.90001,1.14089017,68.6,55
E02000303,235000,Enfield,North,Outer,Labour,69.29083152,63.599523,26.4,79.6,55.2681764,13.33909536,21086.67301,0.703205128,38.5,45
E02000304,493000,Enfield,North,Outer,Labour,46.92857558,65.273829,17,83.05,26.35678081,4.499072356,54818.55232,1.398448043,77.9,57
E02000305,260000,Enfield,North,Outer,Labour,91.50884495,70.844434,16.1,79.05,27.41804703,5.672352241,41862.35993,0.968687159,61.9,131
E02000306,177000,Enfield,North,Outer,Labour,45.30254396,63.099792,29.1,77.15,62.15979889,15.49854536,18307.97344,0.527267668,20.9,26
E02000307,210000,Enfield,North,Outer,Labour,90.65919161,65.025828,25.9,83.85,48.3743543,9.902666102,26015.96082,1.072446556,66.5,72
E02000308,315000,Enfield,North,Outer,Labour,68.36049856,69.053775,19.7,80.2,40.58945191,7.476409388,31597.09402,0.87173315,54.2,79
E02000309,190000,Enfield,North,Outer,Labour,66.26957323,64.896558,28.7,77.3,61.3404519,11.86766275,21387.29884,0.705416116,44.7,89
E02000311,250000,Enfield,North,Outer,Labour,71.84897671,67.85859,23.5,82.2,43.94246353,8.957271658,26884.22695,0.964442013,58.5,69
E02000312,250000,Enfield,North,Outer,Labour,83.63608609,72.930392,18.2,80.45,34.4600401,6.618705036,34633.64373,0.808540591,53,94
E02006793,148000,Enfield,North,Outer,Labour,93.00776915,65.222272,27.1,75.95,58.8908846,13.07651992,19714.3319,0.633790226,30.5,40
E02000313,154500,Greenwich,East,Outer,Labour,92.49931563,66.52452,25.8,76.5,50.73103868,11.67339336,24276.21632,0.619417476,22.7,10
E02000314,157000,Greenwich,East,Outer,Labour,43.42167163,66.68186,24,76,61.06806442,10.18561847,29540.88229,0.792104062,38.6,49
E02000315,164000,Greenwich,East,Outer,Labour,76.98046777,61.993392,25.7,76.25,47.72026432,12.29105211,23697.28974,0.659883721,37.6,46
E02000316,224000,Greenwich,East,Outer,Labour,59.05858629,74.24186,24.4,75.6,46.88372093,8.722300802,29086.80671,0.482605178,18.5,125
E02000317,190000,Greenwich,East,Outer,Labour,130.9283088,64.886499,25.3,76.75,51.70848268,14.24017003,23116.62841,0.58625,19.8,25
E02000318,174500,Greenwich,East,Outer,Labour,92.25199131,69.284698,24.6,77.6,64.97663077,11.01661392,25175.49494,0.654584222,43.5,52
E02000319,175000,Greenwich,East,Outer,Labour,121.3159032,71.652539,23.1,75.05,58.42676146,11.78371025,27010.95844,0.669943094,35.4,84
E02000320,180000,Greenwich,East,Outer,Labour,46.6369863,65.76087,27.2,79.45,44.33876812,9.254267745,27925.20353,0.826069731,53.7,42
E02000321,175000,Greenwich,East,Outer,Labour,117.8181234,67.666667,27.8,76.6,49.79166667,12.20196353,23176.92758,0.532499131,23.6,23
E02000323,180000,Greenwich,East,Outer,Labour,143.7557452,67.55668,23.1,76.95,60.97058272,12.5927335,23258.47519,0.555611097,24,45
E02000324,247000,Greenwich,East,Outer,Labour,56.98066892,65.044429,20.5,74.25,39.89063568,9.917590224,26862.99702,0.662985394,32.4,45
E02000326,285000,Greenwich,East,Outer,Labour,99.37020811,69.929279,18.3,79.85,32.36209335,6.58728148,39906.45853,0.746589359,50.6,95
E02000327,163500,Greenwich,East,Outer,Labour,38.08908974,66.710623,27,82.2,52.41025641,12.08487085,25334.39653,0.575307594,18.4,27
E02000328,335000,Greenwich,East,Outer,Labour,76.67808219,68.452922,15.1,79.4,18.37723282,5.63879052,50673.14581,0.768078176,46.8,115
E02000329,190000,Greenwich,East,Outer,Labour,35.45769253,66.650485,25.3,82.45,35.9223301,8.961817608,30248.54898,0.969120135,61.1,49
E02000331,235000,Greenwich,East,Outer,Labour,80.78202157,68.216064,23.2,78.85,35.25731069,7.707509881,29502.07245,0.771013597,43.3,77
E02000332,231250,Greenwich,East,Outer,Labour,36.39787877,66.992968,22.2,81.15,31.46284296,7.717948718,40913.71062,1.016565247,67,56
E02000333,392000,Greenwich,East,Outer,Labour,49.84539761,68.974318,14.2,82,15.36130164,3.924775143,59304.70906,0.886522463,53.2,107
E02000334,219250,Greenwich,East,Outer,Labour,47.11316397,67.22832,21.7,81.8,31.6741382,7.334741926,32861.17784,1.015087041,58.6,63
E02000335,241000,Greenwich,East,Outer,Labour,51.0199351,65.093907,22.3,81.45,11.57428615,5.015410479,42665.69734,1.164580963,77.5,76
E02000337,223500,Greenwich,East,Outer,Labour,57.18066085,66.822666,25.1,77.35,19.92157855,9.288083695,28236.30436,0.92161441,46.3,62
E02000339,298750,Greenwich,East,Outer,Labour,48.29287704,64.371859,18.2,82.15,11.00502513,5.608974359,47873.87486,1.026778577,68.6,74
E02000340,225000,Greenwich,East,Outer,Labour,18.65927605,64.865309,20.9,80.95,14.84888305,5.802886091,41355.78566,1.011789925,67.1,88
E02000341,182000,Greenwich,East,Outer,Labour,42.75269297,63.829233,26.2,78.85,23.53247429,10.6651698,25483.56702,0.854828042,40,31
E02000342,210500,Greenwich,East,Outer,Labour,47.45426493,71.036727,21.7,81.1,18.70447854,6.756756757,29421.09139,0.930776014,50.9,56
E02000343,248747.5,Greenwich,East,Outer,Labour,53.28292877,64.344569,25.7,81.75,19.85018727,7.864823349,31127.67901,1.064097814,55.6,56
E02000344,275000,Greenwich,East,Outer,Labour,48.82749013,64.69391,23.7,80.2,16.61186786,5.137289637,42674.26128,1.24273021,76.2,61
E02006786,174500,Greenwich,East,Outer,Labour,57.48734025,66.275022,27.2,79,41.70293008,10.66323613,27111.06032,0.867641401,52.3,52
E02006927,280000,Greenwich,East,Outer,Labour,32.541351,63.355382,22.7,79.7,29.05592303,7.812888778,38143.41277,0.946375075,57.6,116
E02006928,297500,Greenwich,East,Outer,Labour,144.3785886,79.26713,17.7,80.2,41.424874,8.431703204,33987.86754,0.489082969,21.2,247
E02006929,297250,Greenwich,East,Outer,Labour,31.32695475,73.244326,18.1,80.2,37.9706275,6.487232574,35028.37959,0.564056406,30,242
E02006930,384000,Greenwich,East,Outer,Labour,77.69966578,76.527968,18.1,80.2,22.08504801,5.259383218,46179.89928,0.675591099,44.8,113
E02006931,450000,Greenwich,East,Outer,Labour,47.27655733,71.358589,17.7,80.2,26.74722404,5.375139978,47499.36955,0.629710673,39.7,151
E02000345,250000,Hackney,East,Inner,Labour,148.7502042,57.909029,21.9,82.35,29.19212492,9.965337955,35370.8625,0.514667657,27.8,27
E02000346,210000,Hackney,East,Inner,Labour,104.1194645,70.929087,25.9,82.2,56.61523309,13.26421166,21297.62818,0.343737807,11.3,17
E02000347,308000,Hackney,East,Inner,Labour,117.9790026,61.450478,20.6,80.15,31.35997989,9.608540925,34477.93838,0.454345435,27.3,42
E02000348,278000,Hackney,East,Inner,Labour,147.0008953,60.024631,25.2,80.95,43.12807882,12.19360844,27623.57025,0.402282454,19.7,33
E02000350,297475,Hackney,East,Inner,Labour,171.7613837,73.858135,18.5,81.85,40.41254473,7.306100414,40000.54727,0.484882108,32.5,102
E02000351,310000,Hackney,East,Inner,Labour,164.8746891,81.15687,16.9,80.85,33.74398686,5.313924939,42843.96397,0.424725562,29.3,97
E02000352,337500,Hackney,East,Inner,Labour,90.88763603,68.095307,18.8,79.45,33.16867645,7.059151786,39068.75187,0.477224199,31.5,52
E02000353,442500,Hackney,East,Inner,Labour,140.8342284,76.342153,17.3,79.55,32.26303622,5.778229908,48843.20196,0.528195489,41.4,88
E02000354,250000,Hackney,East,Inner,Labour,126.2321946,72.405809,23.4,77.3,54.26226058,12.42568371,27155.24636,0.386094675,21.4,75
E02000355,280000,Hackney,East,Inner,Labour,133.3282536,74.26046,20.1,76.65,48.56806128,10.49656843,34929.71772,0.526851852,38.3,83
E02000356,340000,Hackney,East,Inner,Labour,183.1513648,76.436156,16,82.3,28.64143752,6.362854686,49507.14081,0.48759542,40.3,97
E02000357,170000,Hackney,East,Inner,Labour,42.30642937,61.839407,30.3,82.5,69.08029658,16.53147934,21827.3707,0.411647387,14,27
E02000358,305000,Hackney,East,Inner,Labour,181.0512654,76.406222,23,81.55,45.11665762,8.862473668,32389.1741,0.377591623,26.9,97
E02000359,381250,Hackney,East,Inner,Labour,153.1944126,70.809907,23.5,78.75,49.90123082,10.77793494,31380.31802,0.531043046,40.1,87
E02000360,250000,Hackney,East,Inner,Labour,211.2941607,71.670209,25.6,78.95,59.53772582,12.10447012,26103.75962,0.342321466,15.2,73
E02000361,278000,Hackney,East,Inner,Labour,132.4806462,77.356021,22,79.75,46.4921466,10.73170732,29404.95831,0.312662244,20.3,70
E02000362,245750,Hackney,East,Inner,Labour,49.52910298,70.359893,23.2,75.15,51.20226308,11.71060699,26824.02361,0.501138952,22.8,60
E02000363,218000,Hackney,East,Inner,Labour,184.4735077,66.343937,28.4,80.05,63.01521438,16.44081307,22768.47076,0.358246252,14.4,43
E02000364,385000,Hackney,East,Inner,Labour,137.6034924,76.395624,20,81.7,36.75425736,8.748635868,40075.45189,0.444216466,31,167
E02000365,326250,Hackney,East,Inner,Labour,138.7541459,78.799749,20.9,78.45,37.26104669,6.963720477,39348.5466,0.417944251,25.8,292
E02000366,346225,Hackney,East,Inner,Labour,134.7940948,70.730561,22.3,81.05,41.27319709,10.08365363,30987.88009,0.468292683,22.5,76
E02000367,328500,Hackney,East,Inner,Labour,136.865611,77.661431,20.9,81.4,39.24648393,7.978985388,36927.072,0.425654576,24.7,94
E02000368,277500,Hackney,East,Inner,Labour,151.6627266,71.863948,26.9,79.35,53.85895569,12.14501511,25229.86299,0.389275074,18.5,62
E02000369,350000,Hackney,East,Inner,Labour,183.2846379,74.685182,26.7,78.05,49.56874245,10.54584815,28009.31443,0.353921569,14.8,103
E02000370,322500,Hackney,East,Inner,Labour,173.852459,75.725816,23.9,80.15,47.54848813,11.50984683,27749.3514,0.343152866,17.6,60
E02000371,375250,Hackney,East,Inner,Labour,130.0711922,82.908885,20.4,77.5,40.48831757,7.03125,34194.51271,0.267983075,16.2,106
E02006918,224000,Hackney,East,Inner,Labour,155.0395066,67.546971,25.4,81.15,60.14978321,13.46258875,26026.05269,0.421137167,18.5,50
E02006921,191250,Hackney,East,Inner,Labour,173.8295053,62.151343,25.4,81.15,50.43904959,12.97518065,25865.03962,0.380886903,17,28
E02000372,273500,Hammersmith and Fulham,West,Inner,Conservative,26.10300529,70.975477,21.9,79.8,50.00544959,9.891281177,25826.82679,0.430865542,20.2,30
E02000373,195000,Hammersmith and Fulham,West,Inner,Conservative,160.794897,65.695404,26.5,81.25,62.58636227,13.55249916,17877.68834,0.382244143,14.1,14
E02000374,420000,Hammersmith and Fulham,West,Inner,Conservative,133.0245671,70.940425,16.3,83.35,38.70153023,7.461453744,32730.93849,0.595752896,37.2,67
E02000375,344975,Hammersmith and Fulham,West,Inner,Conservative,91.97382479,75.313034,17.5,81.7,41.67615253,8.790686624,29897.96979,0.410216718,24.1,70
