MSOA,MedianHP,Borough,Area,Inner,Political,PopulationDensity,WorkingAge,ObesityRate,LifeExpectancy,BAME,Unemployed,MedianHHIncome,CarsPerHH,OwnershipRate,Sales
E02000567,415000,Islington,Central,Inner,Labour,159.6205962,75.96061,17.1,78.25,27.55358177,6.838013644,39369.89253,0.427790156,29.2,174
E02000568,323000,Islington,Central,Inner,Labour,111.9171558,74.815584,21.8,77.55,37.95324675,10.32884573,26748.94733,0.351218312,18.1,86
E02000569,425000,Islington,Central,Inner,Labour,145.50257,72.310916,17.6,80.75,27.62921573,8.123997862,37453.54726,0.437934668,26.1,102
E02000570,486500,Islington,Central,Inner,Labour,149.1184298,78.305281,13.9,81.8,18.73476494,5.292035398,57787.84462,0.546491867,41.6,176
E02000571,375000,Islington,Central,Inner,Labour,163.60715,73.191383,19.3,78.7,28.50205454,9.12132025,33625.61584,0.415938576,26.5,103
E02000572,289500,Islington,Central,Inner,Labour,188.6393371,70.901878,23.4,79.4,44.44055536,11.12258065,26101.08217,0.34269341,14.7,44
E02000573,555000,Islington,Central,Inner,Labour,124.6448766,78.52202,14.2,77.5,20.47498271,5.312275664,55291.57794,0.460751665,37.6,146
E02000574,455000,Islington,Central,Inner,Labour,144.7294853,79.990589,15.3,78.05,30.97282673,6.440400736,39035.28917,0.361979167,26.2,86
E02000575,446500,Islington,Central,Inner,Labour,132.9388985,82.353436,17,82.05,30.89410379,5.547315337,39530.0479,0.336020061,28.1,190
E02000576,441600,Islington,Central,Inner,Labour,129.9206349,74.43545,20.4,79.4,35.79037069,9.664974619,31458.63065,0.291763073,17.6,155
E02000577,320000,Kensington and Chelsea,Central,Inner,Conservative,82.85123967,68.717877,24.6,90.25,56.17446868,13.8093833,19212.3382,0.352829592,10.4,17
E02000578,500000,Kensington and Chelsea,Central,Inner,Conservative,112.1690031,66.971369,23.8,86.15,44.48085547,13.45935728,22216.50346,0.467400163,12.6,23
E02000579,497000,Kensington and Chelsea,Central,Inner,Conservative,137.952498,71.088672,15.6,83.15,31.13974002,7.499477752,33331.8789,0.548218291,32.8,86
E02000580,550000,Kensington and Chelsea,Central,Inner,Conservative,211.6860172,76.845754,17.9,83.25,36.76487579,9.367859863,31278.66313,0.416205446,20.8,95
E02000581,439000,Kensington and Chelsea,Central,Inner,Conservative,172.0445063,65.963278,21,83.6,45.98520143,12.36654804,22850.64336,0.392328602,12.5,27
E02000582,825000,Kensington and Chelsea,Central,Inner,Conservative,148.6370158,74.840057,11.8,85.55,22.0655438,4.362703165,51237.62144,0.517739483,40.6,137
E02000583,670000,Kensington and Chelsea,Central,Inner,Conservative,123.7450061,71.614405,14,88.25,20.15610023,5.295654239,53955.466,0.70909611,45.5,121
E02000584,1100000,Kensington and Chelsea,Central,Inner,Conservative,87.68100044,71.863536,11.2,90.6,21.37441917,3.69733448,67499.9101,0.680775115,47.7,142
E02000585,755000,Kensington and Chelsea,Central,Inner,Conservative,91.06631417,71.254771,12.2,87.75,32.60973282,5.580061756,45775.50952,0.705026793,44.8,117
E02000586,1115000,Kensington and Chelsea,Central,Inner,Conservative,142.5471159,74.359634,10.9,90.05,27.04337753,3.754427391,70751.69919,0.674711719,42.5,129
E02000587,925000,Kensington and Chelsea,Central,Inner,Conservative,138.7059724,70.929151,12.1,88.4,26.2395321,3.781297905,64000.55859,0.665441176,47.9,119
E02000588,1423700,Kensington and Chelsea,Central,Inner,Conservative,108.7472298,74.371859,12.2,91.05,20.70106631,2.992623815,73362.76373,0.643113504,37,157
E02000589,827500,Kensington and Chelsea,Central,Inner,Conservative,219.6601942,79.310753,10.9,86.5,35.17290384,6.029723992,46122.9745,0.460651289,34.6,174
E02000590,784453,Kensington and Chelsea,Central,Inner,Conservative,152.247557,71.489665,13.5,87.8,28.82394868,6.428187197,37693.42016,0.484318766,29.5,123
E02000591,550000,Kensington and Chelsea,Central,Inner,Conservative,179.767184,77.973113,13.7,83,40.47865268,7.75862069,34181.51674,0.375313458,28.2,107
E02000592,1100000,Kensington and Chelsea,Central,Inner,Conservative,116.9458649,74.752256,10.9,87.55,20.72178672,3.197158082,66162.50783,0.620429807,41.7,149
E02000593,582500,Kensington and Chelsea,Central,Inner,Conservative,143.6684728,76.482162,11.3,86.7,24.92130115,5.576841209,42447.09344,0.478731252,39.4,190
E02000594,895000,Kensington and Chelsea,Central,Inner,Conservative,95.85056877,67.043574,11.5,87.8,15.37506895,4,62349.72681,0.758221024,45.3,133
E02000595,975000,Kensington and Chelsea,Central,Inner,Conservative,116.0762085,69.622153,12.2,88.25,17.13272405,4.11837238,58245.78236,0.726714705,47.1,135
E02000596,747500,Kensington and Chelsea,Central,Inner,Conservative,140.8949772,75.584683,9.8,84.6,18.04163454,3.564940963,57412.21692,0.690707351,46.7,180
E02000597,630000,Kensington and Chelsea,Central,Inner,Conservative,179.0432802,70.336606,16.5,88.9,36.07293128,9.325997249,31661.58739,0.502746459,30,96
E02000598,440000,Kingston upon Thames,South,Outer,Other,59.71585357,62.830165,15.9,85.8,17.78741866,3.610906411,52264.93787,1.231256248,78,97
E02000599,750000,Kingston upon Thames,South,Outer,Other,17.73355152,65.158184,13.5,83.65,36.31361761,3.245013397,61277.90595,1.685388514,78.3,63
E02000600,287500,Kingston upon Thames,South,Outer,Other,78.48353239,69.227964,13.1,83.3,28.12158055,4.616413916,38612.60411,0.939475253,52.7,121
E02000601,343750,Kingston upon Thames,South,Outer,Other,100.7374907,69.305409,13.5,81.3,21.17398405,4.122294744,45979.93633,0.911660777,55.8,218
E02000602,299000,Kingston upon Thames,South,Outer,Other,91.48955916,73.535676,13.3,77,28.5942492,5.837858805,30365.75017,0.721290968,39.4,121
E02000603,265000,Kingston upon Thames,South,Outer,Other,60.5183618,67.849873,17.9,81.3,36.36132316,7.269155206,30912.76477,1.060042888,52.2,61
E02000604,325000,Kingston upon Thames,South,Outer,Other,56.83908421,66.620079,15.4,82.55,36.40810622,4.477937964,38938.67181,1.002991325,64.7,91
E02000605,330000,Kingston upon Thames,South,Outer,Other,56.02531117,65.560219,15.9,80.2,30.64987918,4.231141199,39492.47607,1.164288085,75.4,106
E02000606,285000,Kingston upon Thames,South,Outer,Other,69.98398078,79.143168,12,84.35,23.41941229,3.748391248,38804.97059,0.826005418,49.8,212
E02000607,361000,Kingston upon Thames,South,Outer,Other,48.2571865,72.338556,13.9,84.1,17.04495534,3.595566369,44037.78068,1.092911494,66.9,112
E02000608,285000,Kingston upon Thames,South,Outer,Other,86.54408183,80.40898,12.4,79.4,22.00772201,4.562823106,39710.32494,0.781583909,47.1,143
E02000609,355000,Kingston upon Thames,South,Outer,Other,50.98012616,62.202501,17,84.1,40.68844964,4.773799611,36960.75336,1.341846042,71.3,61
E02000610,250000,Kingston upon Thames,South,Outer,Other,70.5274508,72.355486,13.7,80.25,20.51382881,4.286983563,36219.44394,0.827212682,45.4,159
E02000611,385000,Kingston upon Thames,South,Outer,Other,41.11500195,62.409408,18.1,85.25,22.31642281,3.970549566,47533.91974,1.508871272,89.3,71
E02000612,368000,Kingston upon Thames,South,Outer,Other,43.24625086,64.872945,19.2,81.8,27.24215247,3.666510976,44028.31041,1.412979351,83.4,95
E02000613,270000,Kingston upon Thames,South,Outer,Other,66.06534209,66.738936,17,81.65,19.06644561,4.135423767,40638.63037,1.115626969,65.7,141
E02000614,250000,Kingston upon Thames,South,Outer,Other,28.98221846,67.003808,21.8,83.7,35.29271775,4.929886065,32055.65617,1.173828125,69.6,90
E02000615,250000,Kingston upon Thames,South,Outer,Other,46.74896113,65.105073,24.4,83.35,16.79828671,3.963044007,34122.84932,1.349794239,79.3,67
E02000616,240500,Kingston upon Thames,South,Outer,Other,46.51676829,66.639032,25,84.05,11.62327972,3.751431844,34816.55348,1.426576386,84.9,88
E02000617,250000,Kingston upon Thames,South,Outer,Other,12.39135658,64.694858,23.9,82.55,15.39182383,4.993400792,32592.97529,1.292312367,69.1,113
E02000619,291500,Lambeth,Central,Inner,Labour,151.9146608,72.175317,23,78.55,47.25602185,9.40938693,29385.694,0.398877905,25.6,76
E02000620,380000,Lambeth,Central,Inner,Labour,134.347467,75.2508,20.2,79.8,41.07790822,6.993610775,34405.33073,0.405638927,25.9,103
E02000621,390000,Lambeth,Central,Inner,Labour,146.1992316,79.950139,18.9,77.1,37.30942564,6.749372323,35630.3655,0.377926421,27,161
E02000622,320000,Lambeth,Central,Inner,Labour,107.4245344,78.403756,18.5,78.45,39.6713615,6.624665903,32977.04308,0.430212522,29.2,85
E02000623,248750,Lambeth,Central,Inner,Labour,177.3054284,71.952441,24.8,80.2,46.6583229,9.705295812,27074.12987,0.402464066,22.1,44
E02000624,320000,Lambeth,Central,Inner,Labour,144.1779632,75.188064,24.1,80.15,51.57973922,9.712230216,29188.19261,0.414857143,22.4,123
E02000625,230000,Lambeth,Central,Inner,Labour,152.9443544,72.96974,25.4,77.1,50.91496233,10.03869304,25764.56956,0.369790127,20.4,50
E02000626,217500,Lambeth,Central,Inner,Labour,152.2670025,69.533791,29.9,79.65,64.71509457,13.36459555,23852.82598,0.378739471,16.3,41
E02000627,320000,Lambeth,Central,Inner,Labour,182.234467,77.024344,20.8,80.9,43.40194337,8.230318803,31946.92541,0.393369619,24.8,83
E02000628,229975,Lambeth,Central,Inner,Labour,148.94785,71.667866,29.7,81.55,60.82622547,10.84681256,24223.74875,0.347432024,16.3,44
E02000629,359475,Lambeth,Central,Inner,Labour,144.9727202,80.626591,15.8,79.85,29.43651057,5.268183989,44706.55639,0.521016864,32.1,178
E02000630,382500,Lambeth,Central,Inner,Labour,108.3701739,78.901734,16,77.8,25.6537297,5.404323459,49114.70671,0.569244604,37.7,125
E02000631,316350,Lambeth,Central,Inner,Labour,85.94909364,73.494112,17.6,80.1,37.26222826,6.273199703,41161.84716,0.582863282,39.7,109
E02000632,350000,Lambeth,Central,Inner,Labour,180.6891329,85.498108,16.2,80.65,29.66582598,4.578779914,46531.7483,0.468418515,33.8,205
E02000633,286000,Lambeth,Central,Inner,Labour,141.2891986,75.098357,21.1,78.15,50.0115714,9.15884269,29848.70219,0.362345041,23.8,64
E02000634,319250,Lambeth,Central,Inner,Labour,132.7126128,76.468011,18.9,74.2,39.26380368,6.768660176,33491.0244,0.442899702,25.2,70
E02000635,340000,Lambeth,Central,Inner,Labour,75.23939808,77.350661,20.1,79.75,46.00851807,8.260943621,35959.05996,0.427693064,29.6,101
E02000636,491250,Lambeth,Central,Inner,Labour,86.09156835,76.68543,11.6,79.1,18.31391543,3.360031256,63953.53197,0.768855657,52.4,170
E02000637,288000,Lambeth,Central,Inner,Labour,152.9009071,79.267872,17.9,79.2,36.75607229,5.983482218,40092.01943,0.472426938,39.8,123
E02000638,250000,Lambeth,Central,Inner,Labour,147.9929937,74.8333,18.9,76.2,46.56496262,8.52936199,30333.81157,0.458576998,30.4,89
E02000639,180000,Lambeth,Central,Inner,Labour,134.6739689,70.981648,24.5,80.45,55.72114792,10.62319805,25580.25934,0.453207769,22.3,43
E02000640,425000,Lambeth,Central,Inner,Labour,114.4707895,74.229968,15.5,80.35,28.37882276,5.529010239,48571.17758,0.671334214,47.7,172
E02000641,211000,Lambeth,Central,Inner,Labour,146.4022291,68.15127,28.9,75.65,61.7496298,11.82122905,25091.36646,0.449157467,22.2,53
E02000642,310000,Lambeth,Central,Inner,Labour,88.62651047,69.671791,19,82.2,37.86871624,7.853117615,38076.8955,0.631186929,39.6,115
E02000643,290000,Lambeth,Central,Inner,Labour,123.3019406,72.935835,18.3,81.1,37.49551918,6.854441599,36504.72057,0.582892171,40.6,162
E02000644,270000,Lambeth,Central,Inner,Labour,97.16970702,71.740139,18.7,79.1,40.89327146,7.533438238,37582.23738,0.681346424,45.7,116
E02000645,269375,Lambeth,Central,Inner,Labour,82.3243911,71.762749,18.9,79.8,38.53658537,7.426112982,38643.90145,0.656589147,42.6,132
E02000646,248500,Lambeth,Central,Inner,Labour,100.4114358,75.901765,15.5,80.85,36.08157,5.595238095,39730.60609,0.682457054,44.5,129
E02000647,290000,Lambeth,Central,Inner,Labour,87.40564575,68.996817,19,78.35,41.53011906,8.024948025,38575.71004,0.781649245,53.5,95
E02000648,191000,Lambeth,Central,Inner,Labour,114.0727066,63.855731,28.4,74.8,55.52560647,13.04697987,25906.134,0.552908416,31.7,65
E02000649,230000,Lambeth,Central,Inner,Labour,112.9574201,75.485198,17.8,77.25,39.88015383,7.516433267,32374.58933,0.569470023,37.6,127
E02000650,239250,Lambeth,Central,Inner,Labour,97.5774064,70.366379,23.6,81.15,43.87122845,9.896709104,30612.31552,0.613980823,36.1,86
E02000651,247250,Lambeth,Central,Inner,Labour,80.27326308,71.155861,19.9,79.45,45.19846351,8.086904043,35645.80141,0.684994273,46.7,70
E02000652,245000,Lambeth,Central,Inner,Labour,110.883166,66.562542,24.6,80.85,59.60885509,8.383078121,29439.5903,0.820736051,58.2,49
E02006801,423750,Lambeth,Central,Inner,Labour,73.65977575,81.450316,17.7,79.15,40.24254424,6.269270298,41246.63347,0.371614583,21.7,122
E02000653,246000,Lewisham,East,Inner,Labour,130.3267781,73.092228,27.5,77.65,56.21488764,10.08753647,27644.27063,0.465181844,17.8,55
E02000654,147000,Lewisham,East,Inner,Labour,84.85777731,68.358357,28.7,78.65,65.95111056,12.8140066,22330.82532,0.42236211,15.5,34
E02000655,245500,Lewisham,East,Inner,Labour,87.46933769,73.72076,25.3,74.65,57.33430799,9.626128062,27405.87966,0.47563874,29.3,60
E02000657,250000,Lewisham,East,Inner,Labour,108.9951934,77.913637,21.8,79.7,47.1028861,7.047164617,29941.40435,0.458686441,28.3,126
E02000658,247500,Lewisham,East,Inner,Labour,110.749354,74.392591,21.4,82.15,43.86576858,7.756514658,31930.25477,0.553137366,31.9,79
E02000659,350000,Lewisham,East,Inner,Labour,75.56053812,70.326101,17.8,80.5,36.05300767,8.690640848,42996.08213,0.681181486,40,98
E02000660,250000,Lewisham,East,Inner,Labour,102.8803545,78.695222,20,78.95,38.58628373,6.946289619,37996.33867,0.532659197,34.8,100
E02000661,335000,Lewisham,East,Inner,Labour,51.23960519,71.176285,14.7,79.6,23.13150426,4.95460441,52570.8985,0.694170118,46.5,85
E02000662,234500,Lewisham,East,Inner,Labour,108.7024289,72.555556,26.9,79.4,55.12345679,8.028109029,30526.18957,0.547181188,31.4,73
E02000663,267500,Lewisham,East,Inner,Labour,111.4277007,75.618571,19.8,80.9,45.941062,7.159090909,37609.85891,0.617292456,49.2,83
E02000664,190000,Lewisham,East,Inner,Labour,72.76457272,72.401289,22.7,75.8,53.22320709,9.488920658,28314.27802,0.446091644,27.1,190
E02000665,285000,Lewisham,East,Inner,Labour,102.2116706,70.856493,19.2,80.35,33.61546235,6.843455945,40116.73684,0.640410959,47.7,90
E02000666,298500,Lewisham,East,Inner,Labour,78.04391218,70.045076,22.9,78.3,44.78896326,7.028360049,36877.84634,0.696047569,49.3,80
E02000667,305000,Lewisham,East,Inner,Labour,91.35157432,70.890725,24,81.65,41.87327824,6.656059401,44290.56288,0.810789981,61.8,87
E02000668,275000,Lewisham,East,Inner,Labour,66.90462027,68.529368,20.3,80.4,33.75394322,5.506549051,44583.40334,0.879971591,61.1,91
E02000669,218750,Lewisham,East,Inner,Labour,119.492449,74.447991,21.7,77.15,49.37483373,7.848383501,34633.72755,0.629663609,46,121
E02000670,191000,Lewisham,East,Inner,Labour,107.0313757,67.839119,27.7,82,61.67609726,10.04728132,28608.51917,0.572416303,42.9,50
E02000671,253000,Lewisham,East,Inner,Labour,85.26601629,71.748185,21.6,82.85,37.78412472,7.236709117,39951.32346,0.694656489,50.2,120
E02000672,209500,Lewisham,East,Inner,Labour,73.79863687,69.905694,24.1,77.3,57.06100036,9.953856295,29359.07454,0.576802508,40.4,70
E02000673,248500,Lewisham,East,Inner,Labour,77.4948123,70.375921,18.7,78.65,34.18259023,5.911740216,47198.83288,0.760744986,53,106
E02000674,220000,Lewisham,East,Inner,Labour,100.3669725,66.94947,27.3,80.75,55.74547723,8.003701133,35613.87488,0.891721854,67.2,71
E02000675,245000,Lewisham,East,Inner,Labour,56.36249477,68.19844,23.5,78.9,36.07996099,6.804214223,38149.02515,0.97981866,62,77
E02000676,255000,Lewisham,East,Inner,Labour,105.3365514,70.867367,21.9,81.85,41.17723324,6.50244119,40798.28183,0.747847478,52.6,106
E02000677,269500,Lewisham,East,Inner,Labour,69.69148734,67.453813,24.8,80.1,56.63286568,7.884362681,37399.91798,0.959509658,64.1,56
E02000678,152450,Lewisham,East,Inner,Labour,60.40840027,63.035978,27.9,78.5,48.00394283,9.162125341,27726.07215,0.796875,50.6,63
E02000679,257500,Lewisham,East,Inner,Labour,84.65061781,68.678052,24.9,79.25,43.74446553,8.214777421,31617.51991,0.687120116,43.9,78
E02000680,235000,Lewisham,East,Inner,Labour,92.22149837,67.051263,23.7,77.95,42.95311815,8.662280702,31161.98654,0.622679045,41,67
E02000681,220000,Lewisham,East,Inner,Labour,61.36061457,64.924636,27,78.05,50.02470966,9.185700099,27825.11689,0.761321909,47.2,61
E02000682,235000,Lewisham,East,Inner,Labour,69.6353554,62.754227,27.4,80.8,52.34011272,10.29567054,27822.17329,0.834894992,48.2,59
E02000683,185000,Lewisham,East,Inner,Labour,67.3026796,64.556176,25,80.55,39.26132837,9.918962723,27292.56918,0.735070575,43,52
E02000685,248499.5,Lewisham,East,Inner,Labour,79.81803143,66.571168,24.1,76.6,42.93527803,9.162367969,31133.27359,0.678284182,40.9,80
E02000686,182000,Lewisham,East,Inner,Labour,39.08949102,64.331687,29.1,77.65,52.86633737,11.98478123,24277.97996,0.607608313,32,43
E02000687,245000,Lewisham,East,Inner,Labour,103.3457727,69.290941,24,78.6,40.63840525,7.656286584,33709.88702,0.676658906,44.8,97
E02006783,180000,Lewisham,East,Inner,Labour,78.29655687,62.014428,28.3,78.8,41.09322974,11.14793613,25646.70582,0.710680954,42.9,52
E02006784,192500,Lewisham,East,Inner,Labour,52.27666505,63.079223,24.4,79.25,42.20682158,10.85337915,26520.37141,0.761994949,45.4,52
E02006798,206250,Lewisham,East,Inner,Labour,92.98587433,74.019608,25.4,79.2,62.37413884,11.69208424,24448.32676,0.428971963,21.4,36
E02000689,582000,Merton,South,Outer,Other,41.55251142,70.368128,12.7,84.4,19.94429644,3.182098132,53117.64671,0.975541796,61.8,139
E02000690,1150000,Merton,South,Outer,Other,10.43745488,59.105375,11.6,84.3,16.79632249,3.049257232,74567.09509,1.455217391,70.6,82
E02000691,400000,Merton,South,Outer,Other,80.63334769,74.284156,12.3,82.25,21.28442869,3.344993441,52102.74672,0.811320755,52.4,137
E02000692,450000,Merton,South,Outer,Other,69.00620575,70.660402,10.6,87.2,20.00783085,3.233611967,58993.89898,0.869234943,50.8,143
E02000693,240000,Merton,South,Outer,Other,88.80084018,79.7231,16.3,83,34.6342527,4.187469802,33267.28395,0.680845709,49.4,150
E02000694,392000,Merton,South,Outer,Other,116.7721928,73.883162,13.9,81.25,23.05841924,3.492349235,44577.52188,0.719435737,53.7,175
E02000695,250000,Merton,South,Outer,Other,103.9553627,69.566791,22.2,82.9,60.06998914,6.320836966,28764.87169,0.952364024,66.8,70
E02000696,214000,Merton,South,Outer,Other,110.3252801,74.566402,20.9,81.6,46.64271556,7.229166667,27520.58085,0.730926217,44.8,81
E02000697,445000,Merton,South,Outer,Other,72.4015884,77.071924,11.9,83,22.36826092,3.351449275,51418.74906,0.722952195,52.8,147
E02000698,580999.5,Merton,South,Outer,Other,45.15926833,63.702661,12.6,82.3,17.84800409,3.178484108,60655.9878,1.197393516,72.9,140
E02000699,380000,Merton,South,Outer,Other,83.57872112,71.595786,13.5,84.4,17.79165041,3.575162032,50391.00189,0.896099844,64.4,143
E02000700,205000,Merton,South,Outer,Other,91.56090682,72.738239,22.5,80.55,42.97949337,7.973001476,24652.14231,0.693198693,39,73
E02000701,225000,Merton,South,Outer,Other,89.13861593,67.538023,24,79.6,58.15114068,7.067462139,26043.61076,0.843978709,53.8,65
E02000702,215875,Merton,South,Outer,Other,50.27915036,67.177272,28.4,83.3,52.52683949,9.325645525,25072.07429,0.862348178,55.5,52
E02000703,421000,Merton,South,Outer,Other,53.36632992,64.613419,16,85.95,27.80830671,4.0367416,48127.1568,1.125295508,76.8,109
E02000704,265000,Merton,South,Outer,Other,47.58884767,71.260656,16.5,81,23.86980108,4.141886151,35296.10349,0.846875917,54,155
E02000705,230000,Merton,South,Outer,Other,66.03576031,67.146726,25.5,81.5,59.18266864,6.913294798,28928.25961,1.096614951,77.2,62
E02000706,188000,Merton,South,Outer,Other,96.73816895,65.950029,26.5,80.35,53.16676351,9.457873739,21634.14102,0.652347346,37.8,58
E02000707,210000,Merton,South,Outer,Other,64.64602915,65.001336,27.5,82.45,58.34891798,9.685230024,24318.69077,0.956019381,54.1,51
E02000708,318750,Merton,South,Outer,Other,49.89064399,66.678735,17.3,84.75,30.99203476,4.507658643,39604.29267,1.156426436,78.5,138
E02000709,315250,Merton,South,Outer,Other,44.54863133,64.952604,22,83.25,24.13972211,4.268145647,37323.10617,1.287056367,84.8,80
E02000710,210000,Merton,South,Outer,Other,26.3585356,64.509545,23.8,79.35,40.92928323,7.168544713,26763.37602,0.916770574,57.3,60
E02000711,209995,Merton,South,Outer,Other,62.63901413,67.418485,23.7,80.15,40.25496445,7.971698113,25529.94305,0.827070064,52.1,145
E02000712,220000,Merton,South,Outer,Other,53.79661433,64.74911,23.3,80.2,33.50556895,6.659090909,26216.07659,0.940504808,53.5,68
E02000713,250000,Merton,South,Outer,Other,49.40026076,65.220294,25.6,82.25,21.09479306,3.995215311,31905.38696,1.314285714,87.6,72
E02000714,212250,Newham,East,Inner,Labour,149.0353112,70.41682,26.1,77.85,68.79380302,9.879125988,28633.29628,0.620563483,36.6,46
E02000715,190000,Newham,East,Inner,Labour,176.7213115,65.858285,26.1,74.5,81.88592332,13.54231975,23021.25447,0.580125336,34.1,23
E02000716,209500,Newham,East,Inner,Labour,48.17891374,69.608376,24.8,75.3,76.16263258,11.87122736,27095.81805,0.640948276,36.2,38
E02000717,200000,Newham,East,Inner,Labour,167.8764788,69.003827,25.7,79.55,84.37229972,11.02640893,23821.65058,0.596666667,35.1,27
E02000718,175000,Newham,East,Inner,Labour,113.424,62.638808,28.8,78.85,82.71478667,13.00219138,22607.89592,0.589140271,30.9,35
E02000719,225000,Newham,East,Inner,Labour,119.3980415,73.722006,25.5,78.45,64.19182084,9.46969697,25917.12723,0.54102826,27.7,35
E02000720,243250,Newham,East,Inner,Labour,142.9578807,71.989844,21.4,81.4,77.96338367,9.690336359,30287.90686,0.753603604,47.6,30
E02000721,175000,Newham,East,Inner,Labour,166.440563,71.505432,25.4,77.35,84.54216244,10.72710952,24161.01758,0.587869931,36.6,44
E02000722,235000,Newham,East,Inner,Labour,184.8551846,76.051544,23.3,76.6,59.77388767,8.975712777,31473.77044,0.488277268,27.1,50
E02000723,233000,Newham,East,Inner,Labour,155.9076186,71.40566,22,76.95,91.56603774,9.408495435,25981.20082,0.693459993,49,26
E02000724,210000,Newham,East,Inner,Labour,194.7887324,69.580457,23.9,76.7,88.14657461,10.90102708,24502.79308,0.749794577,48.5,27
E02000725,226000,Newham,East,Inner,Labour,112.633968,79.21361,25.5,78.55,58.42721947,8.331817355,31295.53182,0.390084446,19.9,54
E02000726,233000,Newham,East,Inner,Labour,27.24170393,78.744939,26.4,78.55,60.06522717,8.488840102,33016.37447,0.459629023,19.6,166
E02000727,215000,Newham,East,Inner,Labour,216.0121611,72.992173,23.2,79.5,90.35520771,9.572099926,25043.41726,0.587738783,40.3,28
E02000728,235000,Newham,East,Inner,Labour,127.5625381,70.487419,21.5,80.5,85.42603622,9.931419863,26062.88951,0.737594993,47.6,35
E02000729,249950,Newham,East,Inner,Labour,101.8455423,71.864407,23.3,79.55,70.35310734,9.372430803,29190.91476,0.680108745,39.9,29
E02000730,240000,Newham,East,Inner,Labour,181.1481923,72.108541,23.2,80.9,89.26823843,10.52264808,24843.33296,0.662709783,43.9,35
E02000731,220000,Newham,East,Inner,Labour,177.2555096,71.766107,21.8,79.95,85.03921374,8.86618999,25650.11897,0.569911504,40.4,57
E02000732,212500,Newham,East,Inner,Labour,173.6293611,67.459688,26.5,77.45,83.10864393,12.48871502,21594.12513,0.521926053,28,22
E02000733,221500,Newham,East,Inner,Labour,130.3648649,70.360878,27.8,79.7,67.29546853,10.72006472,24788.67642,0.510822511,26.2,48
E02000734,192500,Newham,East,Inner,Labour,205.4416404,68.961005,26,81.55,69.13111751,11.25529661,24484.13433,0.498502994,22,24
E02000735,195000,Newham,East,Inner,Labour,142.5237053,69.559483,24.6,78.3,78.39620153,9.988992845,23620.83816,0.510403397,36.8,31
E02000736,208000,Newham,East,Inner,Labour,69.97609562,65.499942,26.6,79.05,75.23042819,11.7976032,24350.5812,0.661227661,38.7,50
E02000737,195000,Newham,East,Inner,Labour,113.7693222,65.518338,25.7,81.05,70.27771889,9.886284521,25855.77595,0.68285528,46.3,54
E02000738,223350,Newham,East,Inner,Labour,188.3326077,67.804417,26,81.65,72.89476792,8.270676692,29657.70995,0.717908701,54.9,42
E02000739,220000,Newham,East,Inner,Labour,155.2712836,70.902234,26,79.2,68.62489121,10.49677238,24387.70812,0.566054243,31.7,23
E02000740,215750,Newham,East,Inner,Labour,53.27739075,71.69199,26.2,74.25,61.82327777,13.00028385,23990.94167,0.533646322,22.8,24
E02000741,195000,Newham,East,Inner,Labour,111.0125745,67.401041,26.1,79.25,66.43263527,10.83977075,25535.0749,0.593422479,46,41
E02000742,203000,Newham,East,Inner,Labour,103.5271808,64.534666,28,80.15,67.5452842,10.84866795,25060.14469,0.730584468,43.3,55
E02000743,168500,Newham,East,Inner,Labour,129.3414129,67.569286,29.5,77.95,61.96287821,13.79217997,21990.99379,0.479433114,23.5,30
E02000744,167500,Newham,East,Inner,Labour,138.3856952,67.567568,26.7,76.7,55.44899738,11.47498711,23901.25361,0.543507818,28.3,37
E02000745,218500,Newham,East,Inner,Labour,112.9179331,71.31802,25.9,80.4,57.54821275,9.750989062,27662.0797,0.792235802,33.1,45
E02000746,250000,Newham,East,Inner,Labour,18.17536386,74.383636,25.8,78.95,57.81630994,9.908944831,29254.04502,0.683760684,22.3,69
E02000747,219000,Newham,East,Inner,Labour,57.38759159,75.183167,27.7,77.35,53.77606613,8.81816675,31482.51345,0.514070007,18,45
E02000748,190000,Newham,East,Inner,Labour,46.90245551,71.602564,22.5,84.45,46.49038462,8.619119879,31588.46539,0.783408072,39.9,39
E02000749,180000,Newham,East,Inner,Labour,58.27637235,66.613711,29.2,74.25,53.41561774,11.69238818,23578.71831,0.599933819,22.9,23
E02000750,242000,Newham,East,Inner,Labour,33.31922484,74.894653,22.8,82.05,54.08746137,8.149642968,38977.45101,0.684439359,25.5,107
E02000751,398500,Redbridge,East,Outer,Other,33.96968909,62.329687,18.5,82.3,21.13797736,3.696211843,56234.79988,1.391629647,81.4,158
E02000752,205000,Redbridge,East,Outer,Other,13.9900086,62.699927,30.1,79.4,29.25898753,9.396825397,24579.27228,0.928072626,54.5,57
E02000753,217000,Redbridge,East,Outer,Other,80.96620908,63.033561,26.4,81.55,30.41707397,8.109028961,27840.01375,1.041322314,61.9,69
E02000754,293250,Redbridge,East,Outer,Other,53.33765918,67.313665,23.7,83.7,28.78881988,5.966314587,36758.70423,1.082470272,68.5,78
E02000755,250000,Redbridge,East,Outer,Other,38.80840948,65.695669,26.6,82.25,27.29014948,6.692913386,32866.4541,1.225011623,71.3,61
E02000756,249995,Redbridge,East,Outer,Other,35.66618433,66.072842,27.5,81.4,34.94061758,6.436396835,32922.87711,1.191300846,69.7,153
E02000757,270000,Redbridge,East,Outer,Other,79.84579283,69.876693,17,82.5,26.52830844,4.516317016,47724.95949,1.053531898,62.2,219
